taxon	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
S__3300027819_26	d__Bacteria	p__Desulfobacterota_B	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_018609185.1	d__Bacteria	p__Patescibacteria	Symbiont_CPR	uncertain	Host-dependent	0.7	""
S__GCF_014077045.1	d__Bacteria	p__Proteobacteria	Denitrification	particle_associated	NO3-	0.99	M00530:1
S__TARA_SOC_28_MAG_00043	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_905181925.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__IMGVR_UViG_3300025696_000003	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-S-1102114-126_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCA_016189965.1	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0;W00008:0.33;W00010:1;W00011:0.5
S__GCA_016210895.1	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_016201285.1	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__3300024433_21	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_002730525.1	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:1;W00010:0;W00011:0.62
S__3300027780_15	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0;W00008:0.33;W00010:1;W00011:0.62
S__GCA_009937405.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCF_003719305.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__3300024353_29	d__Bacteria	p__Aerophobota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_003648635.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_016744415.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300019458_28	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__3300020262_3	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_011049715.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_016212965.1	d__Bacteria	p__Myxococcota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_002632345.1	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__GCA_018670825.1	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__3300009702_26	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300027706_22	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__3300008212_1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
S__GCA_016869675.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.88
S__3300004632_4	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCF_007954275.1	d__Bacteria	p__Proteobacteria	Denitrification	particle_associated	NO3-	0.99	M00530:1
S__Schulz_GVMAG_S_1024967_63	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCA_004376265.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_001443365.1	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCF_005222675.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_002733285.1	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_014383215.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCF_010078385.1	d__Bacteria	p__Firmicutes	Nitrite_oxidation_NOB	pelagic_export	O2	0.9425	M00529:0.75;M00804:0.33
S__GCF_015751965.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300027788_48	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_013216005.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_001510275.1	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_016210855.1	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__3300002239_5	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_019057865.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0
S__GCA_018645535.1	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__3300027685_28	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_012960315.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62
S__3300025860_15	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__TARA_ARC_108_MAG_00104	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027838_20	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_016342325.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_002311335.1	d__Bacteria	p__Desulfobacterota_B	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_004357015.1	d__Bacteria	p__KSB1	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_018667455.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300009703_8	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.75
S__GCA_013215615.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.5;W00010:1;W00011:0.75
S__3300024431_22	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_002897915.1	d__Bacteria	p__Nitrospirota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__3300000214_4	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__GCA_014584315.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_002686515.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_902590845.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__TARA_ARC_108_MAG_00117	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0;W00010:1;W00011:0.5
S__GCA_013003285.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0.33;W00010:1;W00011:0.75
S__GCF_000315035.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
S__GCF_007197555.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_003229115.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_018672815.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__IMGVR_UViG_3300006310_000001	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_S_1102238_66	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__3300027813_28	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__3300026264_27	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_004356805.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCF_001428425.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCA_902806095.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_013696595.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_009379895.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_013812485.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__3300025438_1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300007519_15	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCF_018967865.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027672_20	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0.33;W00010:1;W00011:0.25
S__GCA_015664755.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_002327225.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_011391555.1	d__Bacteria	p__Desulfobacterota_E	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_016784525.1	d__Bacteria	p__Nitrospinota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_016649675.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
S__3300025668_13	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.75
S__GCA_002430605.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__IMGVR_UViG_3300025860_000061	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027780_000015	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Moniruzzaman_MM15_ERX556043_42_dc	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300023210_35	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300006165-1_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCA_905480275.1	d__Bacteria	p__Cyanobacteria	Oxygenic_photosynthesis	pelagic_export	O2	0.85	""
S__3300025663_12	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCA_000383735.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__IMGVR_UViG_3300037585_000783	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027833_000046	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300021389-45_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__3300027779_34	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300026144_3	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__3300020396_30	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_002793315.1	d__Bacteria	p__Elusimicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_003644265.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_011525755.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_900696525.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__TARA_AON_82_MAG_00231	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905181955.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__TARA_ARC_NCLDV_00096	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__3300025798_6	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCF_007997295.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__TARA_ARC_108_MAG_00120	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_004124405.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300026202_4	d__Bacteria	p__Myxococcota_A	Nitrite_oxidation_NOB	pelagic_export	O2	0.96625	M00529:0.88;M00804:0.33
S__GCA_016794035.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_019057775.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.12
S__3300005253_25	d__Bacteria	p__Aerophobota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0
S__GCA_016782865.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300025775_21	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_016650295.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_016720395.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_003354135.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_009377445.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__GCA_018606725.1	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300025705_15	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62
S__GCA_018900355.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_011772755.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_005239465.1	d__Bacteria	p__Nitrospirota	Nitrification_AOB	pelagic_export	O2	0.99	M00528:1
S__GCA_003693905.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300017441_13	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__3300001835_22	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_005116885.1	d__Bacteria	p__Nitrospirota	Nitrification_AOB	pelagic_export	O2	0.99	M00528:1
S__GCA_013375485.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_019058095.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0
S__GCA_005222975.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_013375475.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_013375495.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0
S__GCA_018238625.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300027752_30	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_002737445.1	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300005253_23	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300025484_25	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_003451675.1	d__Bacteria	p__Atribacterota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_016744515.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300025731_28	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCF_900167935.1	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_002401055.1	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300026079_16	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__MAG_KQGRSC.20.08_metabat2_bin.93	d__Bacteria	p__Cyanobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0;W00010:1;W00011:0.38
S__3300027858_23	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_016743945.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_018896565.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__3300020477_58	d__Bacteria	p__Gemmatimonadota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.6	""
S__GCA_018655445.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_003535775.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002705605.1	d__Bacteria	p__Marinisomatota	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002719955.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300012950_6	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300006613_4	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_004213215.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_001510075.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__3300024060_33	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027976_46	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_012103325.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__MAG_TGLI3.17_metabat2_bin.9	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCA_018780625.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCA_002162985.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.88
S__GCA_013151645.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_018699395.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_002685755.1	d__Bacteria	p__UBA8248	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__IMGVR_UViG_3300025684_000010	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025296_001443	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025276_000020	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025832_000009	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Phycodnaviridae_HM004432_Bathycoccus_sp_RCC1105_virus_BpV1	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00030	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300020185-3_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCA_014523515.1	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
S__3300010038_14	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
S__3300020423_20	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_905480085.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300025499_1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCF_000389985.1	d__Bacteria	p__Actinobacteriota	Nitrification_AOB	pelagic_export	O2	0.895	M00528:0.5
S__GCA_013812235.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_013695465.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__3300027406_20	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300020376_9	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_002816705.1	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_002817055.1	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__3300026133_1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_002712565.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__3300000792_9	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_002695115.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCF_017948265.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
