taxon	module	has_comp	has_ko	oap_v3	n_classes	dominant_class	oxy_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	has_mcr	has_pmo	has_nar	has_nos	has_cyd	has_cox	has_sred
S__GCA_905480075.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480085.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480095.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480105.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480125.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480145.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480215.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480255.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905480275.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905480315.1	green	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480395.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480425.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905480435.1	grey	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_905612245.1	yellow	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905612265.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
S__GCA_905612275.1	turquoise	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612295.1	turquoise	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905612305.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905612335.1	blue	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_905612355.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_905612365.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612375.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612385.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_905612405.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905612415.1	blue	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612435.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612455.1	turquoise	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_905612465.1	blue	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_905612485.1	turquoise	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612495.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905612515.1	grey	FALSE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_905612525.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905614355.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905614375.1	yellow	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905616325.1	grey	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905616395.1	yellow	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905616445.1	blue	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_905616465.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905616605.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905618805.1	blue	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905618865.1	grey	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905618885.1	blue	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_905618895.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905618905.1	yellow	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905618915.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905618925.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905618945.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_905620445.1	yellow	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_905620465.1	blue	FALSE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_905620485.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905620495.1	turquoise	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_905620505.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000012325.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_000012345.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_000012505.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_000014585.1	green	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_000015285.1	grey	TRUE	TRUE	620	2	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_000153485.2	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_000155735.2	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_000169375.1	grey	TRUE	TRUE	655.294117647059	3	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
S__GCF_000170755.1	green	TRUE	TRUE	360	1	NO3	denitrifier	0	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000195085.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000214415.1	grey	TRUE	TRUE	-244	1	CH4	methanogen	0	0	1	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCF_000242875.2	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCF_000243415.2	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_000252125.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_000257665.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000264055.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000276805.1	grey	TRUE	TRUE	620	2	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_000315035.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_000315075.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_000336995.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_000347635.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_000355905.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCF_000378625.1	grey	TRUE	TRUE	600.540540540541	3	O2	aerobic	1	0	0	1.75	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCF_000384395.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_000384455.1	grey	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_000389985.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_000424645.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000425305.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_000621125.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_000744415.1	blue	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCF_000764185.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_000764205.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCF_000768695.1	grey	TRUE	TRUE	588.235294117647	3	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCF_000801295.1	blue	TRUE	TRUE	291.285714285714	4	O2	facultative	0.5	1	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCF_001040845.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_001293165.1	brown	TRUE	TRUE	297.2	3	O2	facultative	0.5	1	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
S__GCF_001428425.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_001530125.1	blue	TRUE	TRUE	427.739130434783	4	O2	facultative	1	1	0	1.5	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
S__GCF_001574435.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_001641125.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_001682155.1	green	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_002163675.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002163835.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_002591975.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
S__GCF_002798435.1	grey	TRUE	TRUE	647.096774193549	3	O2	aerobic	1	0	0	1.25	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002831625.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_002831685.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_002835935.1	yellow	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_002835995.1	grey	TRUE	TRUE	620	2	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002836055.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_002836245.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002836255.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002836415.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002836475.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_002836745.1	turquoise	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_002836775.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_002943715.1	yellow	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_002954445.1	turquoise	TRUE	TRUE	356	2	NO3	denitrifier	0	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_002994615.1	grey	TRUE	TRUE	820	1	O2	aerobic	0.5	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_003047265.1	grey	TRUE	TRUE	588.235294117647	3	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_003201655.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCF_003326015.1	turquoise	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_003333305.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCF_003352085.1	grey	TRUE	TRUE	518.6	3	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCF_003719305.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_003855155.1	grey	TRUE	TRUE	620	2	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_004137345.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_004402355.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_004570385.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_005222675.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_007197555.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_007954275.1	grey	TRUE	TRUE	611	3	O2	aerobic	1	0	0	2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_007997085.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_007997295.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCF_007997375.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCF_008728835.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_009910845.1	grey	TRUE	TRUE	215.75	2	NO3	sulfate_reducer	0	0.333333333333333	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
S__GCF_009930795.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_010078385.1	grey	TRUE	TRUE	396.965517241379	3	NO3	sulfate_reducer	0	0.333333333333333	0	1.75	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
S__GCF_010723735.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_011299595.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCF_012276695.1	turquoise	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_012932795.1	green	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_013390125.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
S__GCF_013407145.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_013407165.1	turquoise	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_013407185.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_014076785.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_014076925.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_014076985.1	grey	TRUE	TRUE	588.235294117647	3	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_014077045.1	grey	TRUE	TRUE	588.235294117647	3	O2	aerobic	1	0	0	1.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_014077065.1	grey	TRUE	TRUE	609.090909090909	3	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_014077095.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_014077465.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_014279555.1	green	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_014279655.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_014279835.1	turquoise	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCF_014397005.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCF_014640435.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_014925385.1	grey	TRUE	TRUE	637.142857142857	3	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCF_015751965.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_015752205.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCF_017948265.1	grey	TRUE	TRUE	637.142857142857	3	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCF_018459925.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCF_018967865.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCF_900099915.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
