taxon	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role
S__GCF_900890705.1	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellae	28	5	5533	100	TRUE	GCF_900890705.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_009937455.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	18	3	2609	100	TRUE	GCA_009937455.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET						Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	
S__IMGVR_UViG_3300030390_001073	d__Viruses	p__Uroviricota	c__Caudoviricetes	17	4	4525	100	FALSE	IMGVR_UViG_3300030390_001073	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__IMGVR_UViG_3300011253_000522	d__Viruses	p__Uroviricota	c__Caudoviricetes	11	3	1855	100	FALSE	IMGVR_UViG_3300011253_000522	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__IMGVR_UViG_3300047667_000080	d__Viruses	p__Uroviricota	c__Caudoviricetes	23	5	3790	100	FALSE	IMGVR_UViG_3300047667_000080	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__Schulz_GVMAG_M_3300027779_64	d__Viruses	p__Nucleocytoviricota	c__Megaviricetes	34	5	6672	100	FALSE	Schulz_GVMAG_M_3300027779_64	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__TARA_ARC_NCLDV_00042	d__Viruses	p__Nucleocytoviricota	c__Megaviricetes	41	4	7006	100	FALSE	TARA_ARC_NCLDV_00042	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCF_000336995.1	d__Archaea	p__Halobacteriota	c__Halobacteria	52	5	14784	100	TRUE	GCF_000336995.1	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1										
S__GCF_000242875.2	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	44	5	11590	100	TRUE	GCF_000242875.2	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCF_013390125.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	54	5	79703	100	TRUE	GCF_013390125.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_903862565.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	12	3	2337	100	TRUE	GCA_903862565.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013811645.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	11	3	1641	100	TRUE	GCA_013811645.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013817555.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	31	5	6340	100	TRUE	GCA_013817555.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300012678_13	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	12	5	2612	100	TRUE	3300012678_13	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025880_31	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	10	4	1842	100	TRUE	3300025880_31	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__TARA_ARC_NCLDV_00025	d__Viruses	p__Nucleocytoviricota	c__Megaviricetes	21	4	8417	100	FALSE	TARA_ARC_NCLDV_00025	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCA_017608405.1	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	43	3	26511	100	TRUE	GCA_017608405.1	Symbiont_DPANN	Symbionts	Symbiont	uncertain	Host-dependent	Tier2_taxonomy_broad	0.7	GTDB_DPANN						GTDB c__Nanoarchaeia	Castelle & Banfield 2018 Cell; Dombrowski et al. 2020 Nat Commun	10.1016/j.cell.2018.02.016; 10.1038/s41467-020-17408-w	
S__GCA_003224235.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	28	3	10049	100	TRUE	GCA_003224235.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.67;W00010:1;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003697015.1	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	42	4	20974	100	TRUE	GCA_003697015.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_011170285.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	63	3	264151	100	TRUE	GCA_011170285.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_009693105.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	66	3	23127	100	TRUE	GCA_009693105.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_004322435.1	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	41	4	17920	100	TRUE	GCA_004322435.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003576805.1	d__Bacteria	p__Myxococcota_A	c__UBA9160	59	5	24471	100	TRUE	GCA_003576805.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.958333333333333	KEGG_NOB_NXR	present	0.833333333333333	M00529;M00804	M00529:0.83;M00804:0.17	K00371	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	
S__3300017444_33	d__Bacteria	p__Myxococcota_A	c__UBA9160	23	4	8532	100	TRUE	3300017444_33	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_016930645.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	46	3	15599	100	TRUE	GCA_016930645.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_009377375.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	84	5	63702	100	TRUE	GCA_009377375.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_016183485.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	50	3	44700	100	TRUE	GCA_016183485.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_002401385.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	20	4	3427	100	TRUE	GCA_002401385.1	Denitrification	N-loss	Denitrifier	particle_associated	NO3-	Tier1_kegg_present	0.99	KEGG_DENIT	present	1	M00530	M00530:1	K00368	nirK/nirS (K00368/K15864)	Zumft 1997 Microbiol Mol Biol Rev	10.1128/MMBR.61.4.533-616.1997	
S__GCA_018674815.1	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	12	5	1607	100	TRUE	GCA_018674815.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0;W00008:0;W00010:1;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025669_51	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	33	4	17306	100	TRUE	3300025669_51	Symbiont_DPANN	Symbionts	Symbiont	uncertain	Host-dependent	Tier2_taxonomy_broad	0.7	GTDB_DPANN						GTDB c__Nanoarchaeia	Castelle & Banfield 2018 Cell; Dombrowski et al. 2020 Nat Commun	10.1016/j.cell.2018.02.016; 10.1038/s41467-020-17408-w	
S__GCA_009885605.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	13	3	1939	100	TRUE	GCA_009885605.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003229095.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	21	5	3345	100	TRUE	GCA_003229095.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__MAG_QYSC.20.08_metabat2_bin.16	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	38	5	7552	100	TRUE	MAG_QYSC.20.08_metabat2_bin.16	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_902805805.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	40	5	10499	100	TRUE	GCA_902805805.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025983_2	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	13	4	3186	100	TRUE	3300025983_2	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__IMGVR_UViG_3300027704_000007	d__Viruses	p__Uroviricota	c__Caudoviricetes	27	5	4046	100	FALSE	IMGVR_UViG_3300027704_000007	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__3300027506_19	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	11	5	2100	100	TRUE	3300027506_19	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002688395.1	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	20	3	4463	100	TRUE	GCA_002688395.1	Symbiont_DPANN	Symbionts	Symbiont	uncertain	Host-dependent	Tier2_taxonomy_broad	0.7	GTDB_DPANN						GTDB c__Nanoarchaeia	Castelle & Banfield 2018 Cell; Dombrowski et al. 2020 Nat Commun	10.1016/j.cell.2018.02.016; 10.1038/s41467-020-17408-w	
S__3300025094_18	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	24	3	13680	100	TRUE	3300025094_18	Denitrification	N-loss	Denitrifier	particle_associated	NO3-	Tier1_kegg_present	0.958333333333333	KEGG_DENIT	present	0.833333333333333	M00530	M00530:0.83	K00368	nirK/nirS (K00368/K15864)	Zumft 1997 Microbiol Mol Biol Rev	10.1128/MMBR.61.4.533-616.1997	
S__GCA_001800975.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	16	4	2660	100	TRUE	GCA_001800975.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_011191875.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	49	3	149948	100	TRUE	GCA_011191875.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_014859605.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	30	5	5745	100	TRUE	GCA_014859605.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCF_000472905.1	d__Bacteria	p__Firmicutes	c__Bacilli	28	3	12103	100	TRUE	GCF_000472905.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_009377535.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	43	4	26492	100	TRUE	GCA_009377535.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300006913_7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	54	3	29734	100	TRUE	3300006913_7	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__MAG_QYSC.20.08_metabat2_bin.84	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	24	4	3833	100	TRUE	MAG_QYSC.20.08_metabat2_bin.84	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016713665.1	d__Bacteria	p__Myxococcota_A	c__UBA9160	11	3	2305	100	TRUE	GCA_016713665.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_902826945.1	d__Bacteria	p__Planctomycetota	c__UBA1135	52	5	16695	100	TRUE	GCA_902826945.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_016183075.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	12	3	2191	100	TRUE	GCA_016183075.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016193385.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	38	3	9970	100	TRUE	GCA_016193385.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016183145.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	26	3	5972	100	TRUE	GCA_016183145.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016184235.1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	16	3	4901	100	TRUE	GCA_016184235.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016869145.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	58	3	36311	100	TRUE	GCA_016869145.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__IMGVR_UViG_GVMAG-S-1063923-109_000001	d__Viruses	p__Nucleocytoviricota	c__Megaviricetes	11	3	3542	100	FALSE	IMGVR_UViG_GVMAG-S-1063923-109_000001	Virus_modulator	Viruses	Modulator	pelagic_export		Tier1_taxonomy_conserved	0.9	GTDB_VIRUS_MOD						Viral genome structure	Suttle 2007 Nat Rev Microbiol; Breitbart 2012 Annu Rev Mar Sci	10.1038/nrmicro1750; 10.1146/annurev-marine-120709-142805	viral_shunt|kill_the_winner|viral_shuttle
S__GCA_016783485.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	69	4	93145	100	TRUE	GCA_016783485.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300024429_16	d__Bacteria	p__Chloroflexota	c__Anaerolineae	49	4	38431	100	TRUE	3300024429_16	Sediment_heterotroph	Diagenetic	Sediment_resident	benthic_resident	O2	Tier1_taxonomy_conserved	0.85	GTDB_SED_HET						GTDB Chloroflexota	Wasmund et al. 2014 ISME J	10.1038/ismej.2013.143	
S__GCA_002688105.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	66	4	143351	100	TRUE	GCA_002688105.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_009838965.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	20	3	7128	100	TRUE	GCA_009838965.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_018901475.1	d__Bacteria	p__Omnitrophota	c__Koll11	72	4	57873	100	TRUE	GCA_018901475.1	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1										
S__GCA_011771205.1	d__Bacteria	p__UBA6262	c__UBA6262	40	3	32033	100	TRUE	GCA_011771205.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCF_010723735.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	34	4	57505	100	TRUE	GCF_010723735.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300028168_6	d__Bacteria	p__Chloroflexota	c__Anaerolineae	54	3	93396	100	TRUE	3300028168_6	Sediment_heterotroph	Diagenetic	Sediment_resident	benthic_resident	O2	Tier1_taxonomy_conserved	0.85	GTDB_SED_HET						GTDB Chloroflexota	Wasmund et al. 2014 ISME J	10.1038/ismej.2013.143	
S__GCA_013203085.1	d__Bacteria	p__JABMQX01	c__JABMQX01	50	4	18562	100	TRUE	GCA_013203085.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_016218825.1	d__Bacteria	p__Myxococcota	c__XYA12-FULL-58-9	31	3	7303	100	TRUE	GCA_016218825.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025731_32	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	11	4	2409	100	TRUE	3300025731_32	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.974166666666667	KEGG_NOB_NXR	present	0.916666666666667	M00529;M00804	M00529:0.92;M00804:0.17	K00371	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	
S__3300025252_18	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	10	3	3703	100	TRUE	3300025252_18	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_012927545.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	20	5	3609	100	TRUE	GCA_012927545.1	Denitrification	N-loss	Denitrifier	particle_associated	NO3-	Tier1_kegg_present	0.9425	KEGG_DENIT	present	0.75	M00530	M00530:0.75	K00368	nirK/nirS (K00368/K15864)	Zumft 1997 Microbiol Mol Biol Rev	10.1128/MMBR.61.4.533-616.1997	
